Date,Time,Latitude,Longitude
2024-04-27,08:32:19,6.365333333333333,88.78668333333331
2024-04-27,08:52:34,6.368266666666667,88.7884
2024-04-27,09:08:34,6.370949999999999,88.78923333333333
2024-04-27,09:25:29,6.372483333333334,88.78881666666666
2024-04-27,10:29:09,6.373433333333333,88.78699999999999
2024-04-27,13:39:19,6.365333333333333,88.79050000000001
2024-04-27,16:46:28,6.3523499999999995,88.78691666666667
2024-04-27,20:04:13,6.335533333333332,88.7893
2024-04-27,20:16:43,6.3383,88.78960000000001
2024-04-27,23:24:14,6.331483333333334,88.78963333333334
2024-04-28,04:37:59,6.315333333333332,88.78515
2024-04-28,11:19:58,6.27995,88.78504999999998
2024-04-28,16:32:53,6.26095,88.78725000000001
2024-04-28,23:16:59,6.2230333333333325,88.78344999999999
2024-04-29,05:54:58,6.191316666666667,88.78791666666666
2024-04-29,07:06:50,6.186066666666666,88.78389999999999
2024-04-29,08:18:50,6.183083333333333,88.78378333333333
2024-04-29,09:26:14,6.179716666666667,88.78083333333333
2024-04-29,12:47:16,6.172116666666667,88.78675
2024-04-29,16:07:45,6.160383333333334,88.78569999999999
2024-04-29,21:10:54,6.137383333333334,88.78666666666668
2024-04-30,03:59:33,6.100183333333333,88.79133333333333
2024-04-30,12:28:29,6.058616666666667,88.79040000000002
2024-04-30,19:23:24,6.02955,88.79836666666667
2024-05-01,01:44:24,5.9985833333333325,88.79496666666667
2024-05-01,11:46:25,5.960049999999999,88.78388333333332
2024-05-01,18:34:55,5.933416666666666,88.79885
2024-05-01,21:56:19,5.924883333333334,88.80144999999999
2024-05-02,03:14:59,5.907416666666667,88.80420000000001
2024-05-02,09:03:30,5.882,88.79769999999999
2024-05-02,15:28:30,5.8560333333333325,88.8046
2024-05-02,21:40:54,5.8319333333333345,88.80998333333334
2024-05-03,03:13:53,5.8108666666666675,88.80925
2024-05-03,08:59:23,5.782583333333334,88.80583333333334
2024-05-03,08:59:24,5.782583333333334,88.80583333333334
2024-05-03,13:31:19,5.7669999999999995,88.80328333333334
2024-05-03,13:31:20,5.7669999999999995,88.80328333333334
2024-05-03,19:30:29,5.7353000000000005,88.81649999999999
