Date,Time,Longitude,Latitude
19-03-2025,14:28:44,66.40906667,-7.195416667
19-03-2025,17:16:19,66.41783333,-7.197383333
19-03-2025,20:07:44,66.43151667,-7.205116667
19-03-2025,22:59:39,66.44498333,-7.212916667
20-03-2025,04:29:24,66.45798333,-7.2143
20-03-2025,14:46:29,66.491,-7.2133
20-03-2025,19:51:39,66.48615,-7.2184
20-03-2025,22:41:04,66.49571667,-7.225283333
21-03-2025,01:15:09,66.5059,-7.22425
21-03-2025,06:31:24,66.51091667,-7.2233
21-03-2025,06:31:24,66.51091667,-7.2233
21-03-2025,12:08:28,66.51573333,-7.233583333
21-03-2025,17:30:00,66.52583333,-7.236383333
21-03-2025,22:11:59,66.53173333,-7.243
21-03-2025,22:19:40,66.53445,-7.243066667
21-03-2025,22:19:40,66.53445,-7.243066667
22-03-2025,03:30:08,66.56916667,-7.234466667
22-03-2025,08:43:54,66.59413333,-7.234733333
22-03-2025,13:59:29,66.61896667,-7.23675
22-03-2025,18:56:10,66.64388333,-7.234733333
23-03-2025,00:12:53,66.67241667,-7.239283333
23-03-2025,05:29:28,66.70235,-7.243416667
23-03-2025,10:49:59,66.72743333,-7.243266667
23-03-2025,16:14:57,66.75068333,-7.24445
23-03-2025,21:34:15,66.77298333,-7.241466667
24-03-2025,03:00:28,66.80081667,-7.247616667
24-03-2025,05:46:29,66.8183,-7.251433333
24-03-2025,11:10:19,66.8488,-7.25725
24-03-2025,13:50:14,66.86333333,-7.2616
24-03-2025,16:41:44,66.88213333,-7.268983333
24-03-2025,19:36:14,66.90093333,-7.2774
24-03-2025,21:23:44,66.90493333,-7.28345
25-03-2025,01:09:13,66.90888333,-7.286633333
25-03-2025,04:49:09,66.9145,-7.28945
25-03-2025,08:31:28,66.91855,-7.29535
25-03-2025,12:15:34,66.91716667,-7.296766667
25-03-2025,12:15:35,66.91716667,-7.296766667
25-03-2025,16:04:26,66.91998333,-7.300566667
25-03-2025,16:04:26,66.91998333,-7.300566667
25-03-2025,20:00:20,66.92335,-7.306633333
25-03-2025,20:20:09,66.92878333,-7.303366667
25-03-2025,20:44:13,66.92926667,-7.303983333
26-03-2025,00:20:29,66.94228333,-7.29055
26-03-2025,03:57:23,66.95616667,-7.279166667
26-03-2025,07:37:59,66.96998333,-7.26895
26-03-2025,11:18:50,66.97813333,-7.252066667
26-03-2025,15:04:29,66.98765,-7.235283333
26-03-2025,18:55:49,67.00046667,-7.224616667
26-03-2025,22:43:54,67.00875,-7.21135
27-03-2025,00:02:29,67.01125,-7.2019
27-03-2025,03:52:40,67.02431667,-7.190533333
27-03-2025,07:46:59,67.03685,-7.18365
27-03-2025,11:50:54,67.04086667,-7.17165
27-03-2025,12:50:09,67.04138333,-7.168366667
27-03-2025,17:06:30,67.04973333,-7.163566667
27-03-2025,21:32:29,67.06278333,-7.1595
28-03-2025,02:12:54,67.07563333,-7.1515
28-03-2025,02:26:29,67.07646667,-7.15285
28-03-2025,07:27:23,67.10015,-7.15285
28-03-2025,12:29:19,67.11431667,-7.144033333
28-03-2025,18:01:29,67.13488333,-7.13785
28-03-2025,18:14:29,67.13645,-7.1393
28-03-2025,23:35:35,67.15468333,-7.1305
29-03-2025,04:55:17,67.17426667,-7.114066667
29-03-2025,05:21:48,67.17601667,-7.1144
29-03-2025,12:36:19,67.18538333,-7.08435
29-03-2025,12:36:19,67.18538333,-7.08435
29-03-2025,16:25:30,67.18846667,-7.06845
29-03-2025,20:09:34,67.1841,-7.051766667
29-03-2025,20:09:34,67.1841,-7.051766667
30-03-2025,00:02:49,67.1882,-7.0375
30-03-2025,01:26:14,67.1861,-7.0296
30-03-2025,05:11:54,67.19058333,-7.016083333
30-03-2025,05:31:39,67.19325,-7.0172
30-03-2025,09:08:34,67.18733333,-6.999716667
30-03-2025,10:47:54,67.1831,-6.9914
30-03-2025,14:26:34,67.16666667,-6.96685
30-03-2025,16:07:48,67.16746667,-6.96155
30-03-2025,19:48:08,67.16205,-6.947
30-03-2025,23:51:04,67.1652,-6.940683333
31-03-2025,00:55:03,67.16245,-6.936616667
31-03-2025,05:11:04,67.1652,-6.927166667
31-03-2025,09:40:48,67.17383333,-6.922316667
31-03-2025,14:26:28,67.17556667,-6.90965
31-03-2025,19:31:44,67.1894,-6.903783333
01-04-2025,00:29:20,67.20185,-6.899466667
01-04-2025,05:44:14,67.21121667,-6.885933333
01-04-2025,10:44:53,67.2297,-6.878083333
01-04-2025,16:00:50,67.23431667,-6.8599
01-04-2025,21:17:14,67.2525,-6.852583333
02-04-2025,02:33:24,67.2638,-6.837083333
02-04-2025,07:47:59,67.27065,-6.819183333
02-04-2025,17:38:24,67.28308333,-6.791033333
02-04-2025,22:39:29,67.29455,-6.78765
03-04-2025,03:53:24,67.29996667,-6.7771
03-04-2025,08:47:53,67.30616667,-6.7652
03-04-2025,13:33:29,67.31221667,-6.7523
03-04-2025,18:31:29,67.3184,-6.7418
03-04-2025,22:57:53,67.33203333,-6.7355
04-04-2025,03:08:08,67.34183333,-6.725866667
04-04-2025,07:33:19,67.34583333,-6.708816667
04-04-2025,12:22:54,67.35145,-6.701233333
04-04-2025,17:04:56,67.35661667,-6.6879
04-04-2025,21:33:39,67.3627,-6.68255
04-04-2025,21:36:44,67.36268333,-6.682866667
04-04-2025,22:34:49,67.36521667,-6.6829
04-04-2025,22:47:43,67.36593333,-6.6828
04-04-2025,23:06:43,67.36708333,-6.6831
04-04-2025,23:40:39,67.36888333,-6.682
05-04-2025,00:24:28,67.37251667,-6.682616667
05-04-2025,00:37:24,67.37483333,-6.68455
05-04-2025,01:23:29,67.37953333,-6.683866667
